Player_Id,Player_Name,DOB,Batting_hand,Bowling_skill,Country_Name
77,S Sreesanth,1983-02-06,2,3,1
78,VRV Singh,1984-09-17,2,5,1
79,SS Tiwary,1989-12-30,1,,1
80,DS Kulkarni,1988-12-10,2,1,1
81,R Vinay Kumar,1984-02-12,2,1,1
82,AB Agarkar,1977-12-04,2,11,1
83,M Kartik,1976-09-11,1,7,1
84,I Sharma,1988-09-02,2,3,1
85,AM Rahane,1988-06-06,2,1,1
86,Shoaib Malik,1982-02-01,2,2,6
87,MK Tiwary,1985-11-14,2,4,1
88,KD Karthik,1985-06-01,2,,1
89,R Bhatia,1979-10-22,2,5,1
90,MF Maharoof,1984-09-07,2,3,1
91,VY Mahesh,1987-12-21,2,5,1
92,TM Srivastava,1989-11-07,1,1,1
93,B Chipli,1983-01-27,2,1,1
94,DW Steyn,1983-06-27,2,11,2
95,DB Das,1986-09-22,2,4,1
96,MK Pandey,1989-09-10,2,1,1
97,HH Gibbs,1974-02-23,2,12,2
98,DNT Zoysa,1978-05-13,1,6,7
99,D Kalyankrishna,1983-12-16,2,5,1
100,SE Marsh,1983-07-09,1,7,5
101,SA Asnodkar,1984-03-29,2,2,1
102,Sohail Tanvir,1984-12-12,1,9,6
103,Salman Butt,1984-10-07,1,2,6
104,BJ Hodge,1974-12-29,2,2,5
105,Umar Gul,1984-04-14,2,3,6
106,AB Dinda,1984-03-25,2,5,1
107,SP Fleming,1973-04-01,1,,4
108,S Vidyut,1981-12-03,1,7,1
109,JA Morkel,1981-06-10,1,5,2
110,AB de Villiers,1984-02-17,2,1,2
111,LPC Silva,1979-12-14,2,10,7
112,DB Ravi Teja,1987-09-05,2,4,1
113,Misbah-ul-Haq,1974-05-28,2,10,6
114,YV Takawale,1984-11-05,2,,1
115,RR Raje,1986-09-03,2,3,1
116,PJ Sangwan,1990-11-05,2,13,1
117,Mohammad Asif,1982-12-20,1,3,6
118,GD McGrath,1970-02-09,2,3,5
119,Joginder Sharma,1983-10-23,2,3,1
120,MS Gony,1984-01-04,2,1,1
121,M Muralitharan,1972-04-17,2,2,7
122,M Ntini,1977-07-06,2,11,2
123,DT Patil,1984-12-06,2,,1
124,A Kumble,1970-10-17,2,4,1
125,S Anirudha,1987-04-14,2,,1
126,MM Patel,1983-07-12,2,5,1
127,CK Kapugedera,1987-02-24,2,1,7
128,A Chopra,1977-09-19,2,2,1
129,T Taibu,1983-05-14,2,1,9
130,J Arunkumar,1975-01-18,2,2,1
131,PP Ojha,1986-09-05,1,7,1
132,SP Goswami,1989-05-18,1,,1
133,SR Tendulkar,1973-04-24,2,2,1
134,U Kaul,1987-12-02,1,,1
135,TM Dilshan,1976-10-14,2,2,7
136,A Mishra,1982-11-24,2,10,1
137,AD Mascarenhas,1977-10-30,2,3,10
138,NK Patel,1981-03-26,1,,1
139,LA Pomersbach,1984-09-28,1,2,5
140,Iqbal Abdulla,1989-12-02,1,7,1
141,Younis Khan,1977-11-29,2,1,6
142,PM Sarvesh Kumar,1989-04-26,2,1,1
143,DP Vijaykumar,1986-10-20,2,1,1
144,Shoaib Akhtar,1975-08-13,2,11,6
145,Abdur Razzak,1982-06-15,1,7,11
146,H Das,1986-12-10,2,,1
147,DR Smith,1983-04-12,2,1,8
148,SD Chitnis,1987-05-06,2,2,1
149,CRD Fernando,1979-07-19,2,3,7
150,VS Yeligati,1985-04-23,2,2,1
151,L Balaji,1981-09-27,2,5,1
152,A Mukund,1990-01-06,1,4,1
153,RR Powar,1978-05-20,2,2,1
154,JP Duminy,1984-04-14,1,2,2
155,A Flintoff,1977-12-06,2,3,10
156,T Thushara,1981-03-01,1,6,7
157,JD Ryder,1984-08-06,1,1,4
158,KP Pietersen,1980-06-27,2,2,2
159,T Henderson,1974-08-01,2,3,2
160,Kamran Khan,1991-03-10,1,9,1
161,RS Bopara,1985-05-04,2,1,10
162,CH Gayle,1979-09-21,1,2,8
163,MC Henriques,1987-02-01,2,3,5
164,R Bishnoi,1987-10-08,2,5,1
165,FH Edwards,1982-02-06,2,11,8
166,KV Sharma,1987-10-23,1,4,1
167,PC Valthaty,1983-12-07,2,1,1
168,RJ Quiney,1982-08-20,1,1,5
169,AS Raut,1987-03-03,2,4,1
170,Yashpal Singh,1981-11-27,2,1,1
171,M Manhas,1979-10-12,2,2,1
172,AA Bilakhia,1986-05-31,2,1,1
173,AN Ghosh,1986-10-19,2,1,1
174,BAW Mendis,1985-03-11,2,2,7
175,DL Vettori,1979-01-27,1,7,4
176,MN van Wyk,1979-03-20,2,7,2
177,RE van der Merwe,1984-12-31,2,7,2
178,TL Suman,1983-12-15,2,2,1
179,Shoaib Ahmed,1990-08-17,2,3,6
180,GR Napier,1980-01-06,2,1,10
181,KP Appanna,1988-12-20,2,7,1
182,LA Carseldine,1975-11-17,1,13,5
183,NV Ojha,1983-07-20,2,,1
184,SM Harwood,1974-03-01,2,3,5
185,M Vijay,1984-04-01,2,2,1
186,SB Jakati,1980-11-27,1,7,1
187,DA Warner,1986-10-27,1,10,5
188,RJ Harris,1979-10-11,2,11,5
189,D du Preez,1981-11-08,2,3,2
190,M Morkel,1984-10-06,1,11,2
191,AD Mathews,1987-06-02,2,3,7
192,J Botha,1982-05-02,2,2,2
193,C Nanda,1979-03-29,2,10,1
194,SL Malinga,1983-08-28,2,11,7
195,Mashrafe Mortaza,1983-10-05,2,3,11
196,A Singh,1981-06-21,2,5,1
197,GJ Bailey,1982-09-07,2,1,5
198,AB McDonald,1981-06-05,2,3,5
199,Y Nagar,1990-01-06,2,2,1
200,SS Shaikh,1987-01-18,2,1,1
201,R Ashwin,1986-09-17,2,2,1
202,Mohammad Ashraful,1984-07-07,2,2,11
203,CA Pujara,1988-01-25,2,10,1
204,OA Shah,1978-10-22,2,2,10
205,Anirudh Singh,1980-08-02,1,1,1
206,Jaskaran Singh,1989-09-04,2,1,1
207,AP Tare,1987-11-07,2,,1
208,AT Rayudu,1985-09-23,2,2,1
209,R Sathish,1981-01-14,2,1,1
210,R McLaren,1983-02-09,1,5,2
211,AA Jhunjhunwala,1982-12-01,2,2,1
212,P Dogra,1984-11-19,2,10,1
213,A Uniyal,1981-11-21,1,13,1
214,MS Bisla,1984-12-27,2,,1
215,YA Abdulla,1983-01-17,1,6,1
216,EJG Morgan,1986-09-10,1,1,10
217,JM Kemp,1977-10-02,2,3,2
218,S Tyagi,1987-09-17,2,1,1
219,RS Gavaskar,1976-02-20,1,7,1
220,SE Bond,1975-06-07,2,11,4
221,KA Pollard,1987-05-12,2,5,8
222,S Ladda,1986-07-10,2,10,1
223,DP Nannes,1976-05-16,2,14,5
224,MJ Lumb,1980-02-12,1,1,10
225,DR Martyn,1971-10-21,2,1,5
226,S Narwal,1982-04-16,1,1,1
227,AB Barath,1990-04-14,2,2,1
228,Bipul Sharma,1983-09-28,1,7,1
229,FY Fazal,1985-09-07,1,1,1
230,AC Voges,1979-10-04,2,7,5
231,MD Mishra,1984-02-09,2,2,1
232,UT Yadav,1987-10-25,2,3,1
233,J Theron,1985-07-24,2,5,2
234,SJ Srivastava,1981-09-22,2,6,1
235,R Sharma,1987-04-30,2,2,1
236,Mandeep Singh,1991-12-18,2,1,1
237,KM Jadhav,1985-03-26,2,2,1
238,SW Tait,1983-02-22,2,11,5
239,KB Arun Karthik,1986-02-15,2,4,1
240,KAJ Roach,1988-06-30,2,11,8
241,PD Collingwood,1976-05-26,2,1,10
242,CK Langeveldt,1974-12-17,2,3,10
243,VS Malik,1983-05-09,2,1,1
244,A Mithun,1989-10-25,2,1,1
245,AP Dole,1987-10-09,2,5,1
246,AN Ahmed,1988-11-05,2,5,1
247,RS Sodhi,1980-10-18,2,1,1
248,DE Bollinger,1981-07-24,1,6,5
249,S Sriram,1976-02-21,1,7,1
250,B Sumanth,1988-05-10,2,5,1
251,C Madan,1982-10-15,2,,1
252,AG Paunikar,1988-04-18,2,,1
253,MR Marsh,1991-10-20,2,1,5
254,AJ Finch,1986-11-17,2,7,5
255,STR Binny,1984-06-03,2,1,1
256,Harmeet Singh,1992-09-07,1,7,1
257,IR Jaggi,1989-01-27,2,4,1
258,DT Christian,1983-05-04,2,3,5
259,RV Gomez,1985-10-16,2,1,1
260,MA Agarwal,1991-02-16,2,,1
261,AUK Pathan,1984-06-17,2,1,1
262,UBT Chand,1993-03-26,2,2,1
263,DJ Jacobs,1982-11-04,2,1,2
264,Sunny Singh,1986-12-18,2,5,1
265,NJ Rimmington,1982-11-11,2,3,5
266,AL Menaria,1990-10-29,1,7,1
267,WD Parnell,1989-07-30,1,9,2
268,JJ van der Wath,1978-01-10,2,5,2
269,R Ninan,1985-11-19,2,2,1
270,S Aravind,1984-04-08,1,9,1
271,MS Wade,1987-12-26,1,1,5
272,TD Paine,1984-12-08,2,1,5
273,SB Wagh,1988-10-09,1,9,1
274,AC Thomas,1977-02-09,2,3,10
275,JEC Franklin,1980-11-07,1,13,4
276,Shakib Al Hasan,1987-03-24,1,7,11
277,DH Yagnik,1983-06-22,1,,1
278,S Randiv,1985-01-30,2,2,7
279,BJ Haddin,1977-10-23,2,,5
280,NLTC Perera,1989-04-03,1,5,7
281,NL McCullum,1980-09-01,2,2,4
282,JE Taylor,1984-06-22,2,11,4
283,J Syed Mohammad,1983-06-03,1,7,1
284,RN ten Doeschate,1980-06-30,2,5,12
285,TR Birt,1981-12-09,1,1,5
286,AG Murtaza,1990-01-01,1,7,1
287,Harpreet Singh,1991-08-11,1,1,1
288,M Klinger,1980-07-04,2,,5
289,AC Blizzard,1984-06-27,1,13,5
290,I Malhotra,1984-05-23,2,5,1
291,L Ablish,1982-12-03,2,5,1
292,CA Ingram,1985-07-03,1,10,2
293,S Nadeem,1989-08-12,2,7,1
294,P Parameswaran,1985-05-30,2,13,1
295,CJ Ferguson,1984-11-21,2,1,5
296,VR Aaron,1989-10-29,2,11,1
297,AA Chavan,1985-10-28,1,7,1
298,ND Doshi,1978-10-06,2,7,1
299,B Kumar,1990-02-05,2,1,1
300,Y Gnaneswara Rao,1984-08-25,2,1,1
301,S Rana,1984-09-18,2,5,1
302,BA Bhatt,1990-05-13,1,7,1
303,F du Plessis,1984-07-13,2,10,2
304,RE Levi,1988-01-14,2,1,2
305,GJ Maxwell,1988-10-14,2,2,5
306,SPD Smith,1989-06-02,2,4,1
307,MN Samuels,1981-02-05,2,2,8
308,SA Yadav,1990-09-14,2,2,1
309,KK Cooper,1989-02-16,2,1,8
310,JP Faulkner,1990-04-29,2,6,5
311,HV Patel,1990-11-23,2,1,1
312,DAJ Bracewell,1990-09-28,2,3,4
313,DJ Harris,1979-12-31,2,1,5
314,Ankit Sharma,1991-04-20,1,7,1
315,SP Narine,1988-05-26,1,2,8
316,GB Hogg,1971-02-06,1,8,5
317,RR Bhatkal,1985-09-01,2,1,1
318,CJ McKay,1983-02-20,2,3,5
319,N Saini,1988-10-28,2,,1
320,DA Miller,1989-06-10,1,2,2
321,Azhar Mahmood,1975-02-28,2,3,6
322,P Negi,1993-01-06,1,7,1
323,RJ Peterson,1979-08-04,1,7,2
324,KMDN Kulasekara,1982-07-22,2,3,7
325,A Ashish Reddy,1991-02-24,2,1,1
326,V Pratap Singh,1992-05-03,2,1,1
327,BB Samantray,1988-12-14,2,,1
328,MJ Clarke,1981-04-02,2,7,5
329,Gurkeerat Singh,1990-06-29,2,2,1
330,AP Majumdar,1984-04-30,2,4,1
331,PA Reddy,1991-02-11,2,10,1
332,K Upadhyay,1986-06-18,2,1,1
333,P Awana,1986-07-19,2,1,1
334,AD Russell,1988-04-29,2,11,8
335,A Chandila,1983-12-05,2,2,1
336,CA Lynn,1990-04-10,2,7,5
337,Sunny Gupta,1988-09-27,2,2,1
338,MC Juneja,1990-09-12,2,2,1
339,KK Nair,1991-12-06,2,2,1
340,GH Vihari,1993-10-13,2,2,1
341,MDKJ Perera,1990-08-17,1,,7
342,R Shukla,1990-08-28,2,1,1
343,B Laughlin,1982-10-03,2,3,5
344,AS Rajpoot,1993-12-04,2,1,1
345,M Vohra,1993-07-18,2,1,1
346,JD Unadkat,1991-10-18,2,13,1
347,Mohammed Shami,1990-09-03,2,3,1
348,BMAJ Mendis,1983-01-15,1,10,7
349,R Rampaul,1984-10-15,1,3,8
350,CH Morris,1987-04-30,2,3,2
351,SV Samson,1994-11-11,2,,1
352,SMSM Senanayake,1985-02-09,2,2,7
353,BJ Rohrer,1981-03-26,1,,5
354,KL Rahul,1992-04-18,2,,1
355,Q de Kock,1992-12-17,1,,2
356,R Dhawan,1990-02-19,2,5,1
357,MG Johnson,1981-11-02,1,14,5
358,LJ Wright,1985-03-07,2,5,10
359,IC Pandey,1989-08-15,2,1,1
360,CM Gautam,1986-03-08,2,,1
361,X Thalaivan Sargunam,1985-05-15,2,2,1
362,DJG Sammy,1983-12-20,2,5,8
363,KW Richardson,1991-02-12,2,3,5
364,MM Sharma,1988-09-18,2,1,1
365,UA Birla,1989-11-17,2,1,1
366,Parvez Rasool,1989-02-13,2,2,1
367,Sandeep Sharma,1993-05-18,2,1,1
368,S Kaul,1990-05-19,2,1,1
369,Sachin Baby,1988-12-18,1,2,1
370,PV Tambe,1971-10-08,2,10,1
371,NM Coulter-Nile,1987-10-11,2,11,5
372,CJ Anderson,1990-12-13,1,9,4
373,NJ Maddinson,1991-12-21,1,7,5
374,AR Patel,1994-01-20,1,7,1
375,JJ Bumrah,1993-12-06,2,1,1
376,JDS Neesham,1990-09-17,1,1,4
377,TG Southee,1988-12-11,2,5,4
378,MA Starc,1990-01-30,1,14,5
379,BR Dunk,1987-03-11,1,,5
380,RR Rossouw,1989-10-09,1,2,2
381,Shivam Sharma,1993-09-09,2,2,1
382,YS Chahal,1990-07-23,2,4,1
383,LMP Simmons,1985-01-25,2,5,8
384,VH Zol,1994-11-23,1,2,1
385,BCJ Cutting,1987-01-30,2,3,5
386,Imran Tahir,1979-03-27,2,4,1
387,BE Hendricks,1990-06-08,1,6,2
388,S Gopal,1993-09-04,2,10,1
389,M de Lange,1990-10-13,2,11,2
390,R Tewatia,1993-05-20,1,10,1
391,JO Holder,1991-11-05,2,5,8
392,Karanveer Singh,1987-11-08,2,4,1
393,SS Iyer,1994-12-06,2,4,1
394,DJ Hooda,1995-04-19,2,2,1
395,Anureet Singh,1988-03-02,2,1,1
396,KS Williamson,1990-08-08,2,2,4
397,SA Abbott,1992-02-29,2,3,4
398,J Suchith,1994-01-16,1,7,1
399,RG More,1992-02-02,2,1,1
400,HH Pandya,1993-10-11,2,5,1
401,D Wiese,1985-05-18,2,5,2
402,SN Khan,1997-10-27,2,10,1
403,MJ McClenaghan,1986-06-11,1,6,4
404,DJ Muthuswami,1981-03-09,2,1,1
405,PJ Cummins,1993-05-08,2,11,5
406,SN Thakur,1991-10-16,2,1,1
407,JC Buttler,1990-09-08,2,,10
408,CR Brathwaite,1988-07-18,2,3,8
409,MP Stoinis,1989-08-16,2,1,5
410,Ishan Kishan,1998-07-18,1,,1
411,C Munro,1987-03-11,1,5,4
412,P Sahu,1985-08-21,2,4,1
413,KH Pandya,1991-03-24,1,7,1
414,AD Nath,1993-05-10,2,5,1
415,MJ Guptill,1986-09-30,2,2,4
416,KJ Abbott,1987-06-18,2,3,2
417,TM Head,1993-12-29,1,2,5
418,M Ashwin,1990-09-08,2,4,1
419,NS Naik,1994-11-09,2,,1
420,RR Pant,1997-10-04,1,,1
421,SW Billings,1991-06-15,2,,10
422,KC Cariappa,1994-04-13,2,10,1
423,PSP Handscomb,1991-04-26,2,,5
424,Swapnil Singh,1991-01-22,2,7,1
425,J Yadav,1990-01-22,2,2,1
426,UT Khawaja,1986-12-18,1,1,5
427,HM Amla,1983-03-31,2,2,2
428,F Behardien,1983-10-09,2,3,2
429,BB Sran,1992-12-10,1,13,1
430,A Zampa,1992-03-31,2,4,5
431,N Rana,1993-12-27,1,2,1
432,S Kaushik,1995-09-07,2,8,1
433,ER Dwivedi,1988-07-22,2,,1
434,CJ Jordan,1988-10-04,2,3,10
435,P Amarnath,1982-06-01,2,1,1
436,B Geeves,1982-06-13,2,3,5
437,Gagandeep Singh,1981-10-03,2,5,1
438,A Nel,1977-07-15,2,3,2
439,AM Salvi,1981-10-20,2,1,1
440,RR Bose,1979-02-27,2,3,1
441,SS Sarkar,1984-12-15,2,1,1
442,RA Shaikh,1985-06-12,1,13,1
443,C Ganapathy,1981-06-10,2,1,1
444,MB Parmar,1988-04-12,2,2,1
445,AA Kazi,1989-09-29,1,7,1
446,Anand Rajan,1987-04-17,2,1,1
447,P Prasanth,1985-05-22,1,7,1
448,SS Mundhe,1988-10-27,2,1,1
449,RW Price,1976-06-12,2,7,9
450,TP Sudhindra,1984-04-24,1,11,1
451,BW Hilfenhaus,1983-03-15,2,3,5
452,S Badree,1981-03-09,2,10,8
453,P Suyal,1989-10-15,2,13,1
454,MG Neser,1990-03-29,2,1,5
455,V Shankar,1991-01-26,2,1,1
456,K Santokie,1984-12-20,1,13,8
457,JW Hastings,1985-11-04,2,3,5
458,TA Boult,1989-07-22,2,6,4
459,GS Sandhu,1993-06-14,1,3,5
460,Mustafizur Rahman,1995-09-06,1,6,11
461,AF Milne,1992-04-13,2,11,4
462,Kuldeep Yadav,1994-12-14,1,8,1
463,T Shamsi,1990-02-18,2,8,2
464,SM Boland,1989-04-11,2,3,5
465,DL Chahar,1992-08-07,2,1,1
466,P Dharmani,1974-09-27,2,,1
467,RV Pawar,1979-09-06,1,7,1
468,KH Devdhar,1989-12-14,2,,1
469,T Mishra,1986-12-22,2,3,1
